470472600.000000	687.500000	0.134840	55.000000	0.000000
470472606.000000	700.000000	0.142857	49.000000	0.000000
470472612.000000	885.714286	0.127000	62.000000	0.000000
470472618.000000	1028.571429	0.117851	72.000000	0.000000
470472624.000000	914.285714	0.125000	64.000000	0.000000
470472630.000000	1042.857143	0.117041	73.000000	0.000000
470472636.000000	985.714286	0.120386	69.000000	0.000000
470472642.000000	857.142857	0.129099	60.000000	0.000000
470472648.000000	928.571429	0.124035	65.000000	0.000000
470472654.000000	1028.571429	0.117851	72.000000	0.000000
470472660.000000	1000.000000	0.119523	70.000000	0.000000
470472666.000000	1228.571429	0.107833	86.000000	0.000000
470472672.000000	1271.428571	0.106000	89.000000	0.000000
470472678.000000	1228.571429	0.107833	86.000000	0.000000
470472684.000000	1728.571429	0.090909	121.000000	0.000000
470472690.000000	1557.142857	0.095783	109.000000	0.000000
470472696.000000	1571.428571	0.095346	110.000000	0.000000
470472702.000000	1800.000000	0.089087	126.000000	0.000000
470472708.000000	1857.142857	0.087706	130.000000	0.000000
470472714.000000	1900.000000	0.086711	133.000000	0.000000
470472720.000000	2414.285714	0.076923	169.000000	0.000000
470472726.000000	2342.857143	0.078087	164.000000	0.000000
470472732.000000	3100.000000	0.067884	217.000000	0.000000
470472738.000000	3514.285714	0.063758	246.000000	0.000000
470472744.000000	4471.428571	0.056523	313.000000	0.000000
470472750.000000	4671.428571	0.055300	327.000000	0.000000
470472756.000000	6214.285714	0.047946	435.000000	0.000000
470472762.000000	6542.857143	0.046727	458.000000	0.000000
470472768.000000	7128.571429	0.044766	499.000000	0.000000
470472774.000000	8542.857143	0.040893	598.000000	0.000000
470472780.000000	13357.142857	0.032703	935.000000	0.000000
470472786.000000	15571.428571	0.030289	1090.000000	0.000000
470472792.000000	22357.142857	0.025278	1565.000000	0.000000
470472798.000000	25757.142857	0.023551	1803.000000	0.000000
470472804.000000	36900.000000	0.019676	2583.000000	0.000000
470472810.000000	44014.285714	0.018016	3081.000000	0.000000
470472816.000000	43314.285714	0.018161	3032.000000	0.000000
470472822.000000	44642.857143	0.017889	3125.000000	0.000000
470472828.000000	39785.714286	0.018949	2785.000000	0.000000
470472834.000000	37642.857143	0.019481	2635.000000	0.000000
470472840.000000	29885.714286	0.021863	2092.000000	0.000000
470472846.000000	23228.571429	0.024799	1626.000000	0.000000
470472852.000000	18242.857143	0.027984	1277.000000	0.000000
470472858.000000	13685.714286	0.032309	958.000000	0.000000
470472864.000000	11842.857143	0.034731	829.000000	0.000000
470472870.000000	9271.428571	0.039253	649.000000	0.000000
470472876.000000	7171.428571	0.044632	502.000000	0.000000
470472882.000000	5485.714286	0.051031	384.000000	0.000000
470472888.000000	4785.714286	0.054636	335.000000	0.000000
470472894.000000	4542.857143	0.056077	318.000000	0.000000
470472900.000000	3485.714286	0.064018	244.000000	0.000000
470472906.000000	2583.333333	0.080322	155.000000	0.000000
470472912.000000	2566.666667	0.080582	154.000000	0.000000
470472918.000000	2250.000000	0.086066	135.000000	0.000000
470472924.000000	2066.666667	0.089803	124.000000	0.000000
470472930.000000	1883.333333	0.094072	113.000000	0.000000
470472936.000000	1633.333333	0.101015	98.000000	0.000000
470472942.000000	1933.333333	0.092848	116.000000	0.000000
470472948.000000	1233.333333	0.116248	74.000000	0.000000
470472954.000000	1166.666667	0.119523	70.000000	0.000000
470472960.000000	1083.333333	0.124035	65.000000	0.000000
470472966.000000	1366.666667	0.110432	82.000000	0.000000
470472972.000000	1333.333333	0.111803	80.000000	0.000000
470472978.000000	1283.333333	0.113961	77.000000	0.000000
470472984.000000	1133.333333	0.121268	68.000000	0.000000
470472990.000000	783.333333	0.145865	47.000000	0.000000
470472996.000000	783.333333	0.145865	47.000000	0.000000
470473002.000000	600.000000	0.166667	36.000000	0.000000
470473008.000000	700.000000	0.154303	42.000000	0.000000
470473014.000000	733.333333	0.150756	44.000000	0.000000
470473020.000000	700.000000	0.154303	42.000000	0.000000
470473026.000000	783.333333	0.145865	47.000000	0.000000
470473032.000000	750.000000	0.149071	45.000000	0.000000
470473038.000000	816.666667	0.142857	49.000000	0.000000
470473044.000000	766.666667	0.147442	46.000000	0.000000
470473050.000000	850.000000	0.140028	51.000000	0.000000
470473056.000000	733.333333	0.150756	44.000000	0.000000
470473062.000000	483.333333	0.185695	29.000000	0.000000
470473068.000000	716.666667	0.152499	43.000000	0.000000
470473074.000000	450.000000	0.192450	27.000000	0.000000
470473080.000000	733.333333	0.150756	44.000000	0.000000
470473086.000000	666.666667	0.158114	40.000000	0.000000
470473092.000000	566.666667	0.171499	34.000000	0.000000
470473098.000000	433.333333	0.196116	26.000000	0.000000
470473104.000000	566.666667	0.171499	34.000000	0.000000
470473110.000000	516.666667	0.179605	31.000000	0.000000
470473116.000000	433.333333	0.196116	26.000000	0.000000
470473122.000000	450.000000	0.192450	27.000000	0.000000
470473128.000000	550.000000	0.174078	33.000000	0.000000
470473134.000000	383.333333	0.208514	23.000000	0.000000
470473140.000000	733.333333	0.150756	44.000000	0.000000
470473146.000000	483.333333	0.185695	29.000000	0.000000
470473152.000000	533.333333	0.176777	32.000000	0.000000
470473158.000000	516.666667	0.179605	31.000000	0.000000
470473164.000000	533.333333	0.176777	32.000000	0.000000
470473170.000000	566.666667	0.171499	34.000000	0.000000
470473176.000000	500.000000	0.182574	30.000000	0.000000
470473182.000000	450.000000	0.192450	27.000000	0.000000
470473188.000000	550.000000	0.174078	33.000000	0.000000
470473194.000000	533.333333	0.176777	32.000000	0.000000
470473200.000000	433.333333	0.196116	26.000000	0.000000
